PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,GroupId,PassengerIdInGroup,MembersOfGroupById,Surname,MembersOfFamilyBySurname,CabinDeck,CabinNum,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_Unknown,CryoSleep_False,CryoSleep_True,CryoSleep_Unknown,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_Unknown,VIP_False,VIP_True,VIP_Unknown,Transported_False,Transported_True,CabinSide_P,CabinSide_S,CabinSide_Unknown,AgeBinned_Child,AgeBinned_Elder,AgeBinned_Senior,AgeBinned_Teenager,AgeBinned_Young
0012_01,,31.0,32.0,0.0,876.0,0.0,0.0,Justie Pooles,12,1,1.0,Pooles,7.0,Unknown,Unknown,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
0014_01,F/3/P,27.0,1286.0,122.0,150.392221567472,0.0,0.0,Flats Eccle,14,1,1.0,Eccle,1.0,F,3,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0015_01,F/4/P,24.0,0.0,1.0,0.0,0.0,637.0,Carry Hughriend,15,1,1.0,Hughriend,7.0,F,4,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0016_01,F/5/P,45.0,0.0,0.0,0.0,0.0,0.0,Alus Upead,16,1,1.0,Upead,3.0,F,5,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
0017_01,G/0/P,0.0,0.0,0.0,0.0,0.0,0.0,Lyde Brighttt,17,1,2.0,Brighttt,6.0,G,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
0017_02,F/6/P,14.0,412.0,0.0,1.0,0.0,679.0,Philda Brighttt,17,2,2.0,Brighttt,6.0,F,6,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
0020_01,E/0/S,1.0,0.0,0.0,0.0,0.0,0.0,Almary Brantuarez,20,1,6.0,Brantuarez,7.0,E,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False
0020_02,E/0/S,49.0,0.0,0.0,0.0,0.0,0.0,Glendy Brantuarez,20,2,6.0,Brantuarez,7.0,E,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0020_03,E/0/S,29.0,0.0,0.0,150.392221567472,0.0,0.0,Mollen Mcfaddennon,20,3,6.0,Mcfaddennon,6.0,E,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0020_04,E/0/S,10.0,0.0,0.0,0.0,0.0,0.0,Breney Jacostanley,20,4,6.0,Jacostanley,1.0,E,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0020_05,E/0/S,1.0,195.06778665413535,0.0,0.0,0.0,0.0,Mael Brantuarez,20,5,6.0,Brantuarez,7.0,E,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
0020_06,E/0/S,7.0,0.0,0.0,0.0,0.0,0.0,Terta Mcfaddennon,20,6,6.0,Mcfaddennon,6.0,E,0,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False
0022_01,D/0/P,21.0,980.0,2.0,69.0,0.0,0.0,Unknown,22,1,1.0,Unknown,5.428117273048393,D,0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0024_01,C/2/S,62.0,0.0,0.0,150.392221567472,0.0,0.0,Penton Fullided,24,1,1.0,Fullided,1.0,C,2,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0025_01,F/6/S,15.0,0.0,225.0,0.0,998.0,0.0,Karard Brookenson,25,1,1.0,Brookenson,3.0,F,6,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0026_01,C/0/P,34.0,22.0,5292.0,0.0,1438.0,328.0,Anyoni Unconary,26,1,1.0,Unconary,2.0,C,0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
0028_01,F/8/P,43.0,1125.0,0.0,136.0,48.0,0.0,Ceros Mare,28,1,1.0,Mare,5.0,F,8,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
0030_01,G/4/S,32.0,0.0,850.0,81.0,437.0,453.0,Ginia Morsentley,30,1,1.0,Morsentley,4.0,G,4,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0031_01,F/9/P,47.0,214.0,0.0,1411.0,0.0,1229.0,Coobix Datie,31,1,3.0,Datie,4.0,F,9,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
0031_02,F/9/P,2.0,0.0,0.0,0.0,0.0,0.0,Cinets Datie,31,2,3.0,Datie,4.0,F,9,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
0031_03,F/9/P,20.0,195.06778665413535,0.0,1750.0,990.0,0.0,Dontch Datie,31,3,3.0,Datie,4.0,F,9,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0034_01,D/1/S,28.0,0.0,0.0,0.0,0.0,0.0,Ziba Oingwhedly,34,1,1.0,Oingwhedly,1.0,D,1,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0035_01,D/1/P,23.0,784.0,964.0,0.0,951.0,0.0,Luse Butte,35,1,1.0,Butte,5.0,D,1,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0036_01,F/8/S,15.0,0.0,492.0,48.0,20.0,401.0,Marina Leodger,36,1,1.0,Leodger,5.0,F,8,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False
0038_01,F/10/S,20.0,554.0,195.0,0.0,2606.0,0.0,Loise Wheelez,38,1,1.0,Wheelez,7.0,F,10,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0039_01,G/1/P,30.0,0.0,0.0,150.392221567472,0.0,0.0,Jorgie Batthewitt,39,1,1.0,Batthewitt,1.0,G,1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0041_01,G/2/P,17.0,0.0,0.0,0.0,0.0,0.0,Margia Moodsey,41,1,1.0,Moodsey,10.0,G,2,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False
0043_01,B/3/P,45.0,0.0,164.0,45.0,2511.0,855.0,Ankalik Cylistrand,43,1,1.0,Cylistrand,2.0,B,3,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
0044_01,G/3/P,55.0,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,44,1,3.0,Coopelandez,6.0,G,3,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
0044_02,G/3/P,4.0,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,44,2,3.0,Coopelandez,6.0,G,3,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False
0044_03,G/3/P,21.0,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,44,3,3.0,Coopelandez,6.0,G,3,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0045_01,F/10/P,21.0,970.0,0.0,180.0,0.0,64.0,Zelowl Chmad,45,1,2.0,Chmad,4.0,F,10,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0045_02,F/10/P,19.0,0.0,0.0,0.0,0.0,0.0,Mass Chmad,45,2,2.0,Chmad,4.0,F,10,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True
0050_01,E/1/S,35.0,790.0,0.0,0.0,251.73266745005876,0.0,Sony Lancis,50,1,1.0,Lancis,2.0,E,1,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0051_01,E/2/S,56.0,0.0,112.0,0.0,1379.0,127.0,Vivia Johnshines,51,1,1.0,Johnshines,6.0,E,2,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0052_01,G/6/S,28.81782945736434,4.0,0.0,2.0,3721.0,0.0,Elaney Hubbarton,52,1,1.0,Hubbarton,8.0,G,6,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0053_01,F/11/S,25.0,0.0,0.0,1938.0,0.0,1.0,Elson Hickerson,53,1,1.0,Hickerson,4.0,F,11,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0056_01,A/1/S,2.0,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,56,1,3.0,Tractive,6.0,A,1,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0056_02,A/1/S,38.0,0.0,0.0,0.0,0.0,0.0,Instab Tractive,56,2,3.0,Tractive,6.0,A,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0056_03,A/1/S,27.0,279.0,605.0,1987.0,286.0,3.0,Zinoces Tractive,56,3,3.0,Tractive,6.0,A,1,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0058_01,G/7/S,36.0,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,58,1,1.0,Ayalazquez,3.0,G,7,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0061_01,F/12/S,22.0,45.0,1096.0,148.0,1377.0,1.0,Shanya Salez,61,1,1.0,Salez,4.0,F,12,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0062_01,F/13/S,62.0,0.0,592.0,0.0,17.0,25.0,Sterry Greeves,62,1,1.0,Greeves,6.0,F,13,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0064_01,F/14/S,15.0,0.0,0.0,0.0,0.0,0.0,Unknown,64,1,2.0,Unknown,5.428117273048393,F,14,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0064_02,E/3/S,33.0,0.0,0.0,150.392221567472,0.0,0.0,Colatz Keen,64,2,2.0,Keen,1.0,E,3,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0066_01,G/6/P,62.0,1.0,153.0,197.0,0.0,460.0,Diandy Pecketton,66,1,1.0,Pecketton,3.0,G,6,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False
0067_01,G/10/S,0.0,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,67,1,3.0,Leeves,6.0,G,10,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0067_02,G/10/S,18.0,1.0,258.0,446.0,0.0,0.0,Celine Leeves,67,2,3.0,Leeves,6.0,G,10,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0067_03,F/15/S,21.0,1946.0,37.0,0.0,0.0,24.0,Velyne Leeves,67,3,3.0,Leeves,6.0,F,15,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0068_01,E/4/S,28.81782945736434,793.0,0.0,2.0,253.0,0.0,Cinst Binie,68,1,1.0,Binie,3.0,E,4,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
0069_01,F/16/S,42.0,887.0,0.0,9.0,6.0,0.0,Unknown,69,1,1.0,Unknown,5.428117273048393,F,16,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0070_01,F/13/P,19.0,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,70,1,1.0,Brighttt,6.0,F,13,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0071_01,F/14/P,17.0,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,71,1,1.0,Dillines,3.0,F,14,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
0072_01,F/17/S,14.0,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,72,1,1.0,Brantuarez,7.0,F,17,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0073_01,D/3/P,37.0,46.0,83.0,738.0,0.0,12.0,Gorn Make,73,1,1.0,Make,8.0,D,3,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
0074_01,C/3/S,42.0,1.0,5292.0,0.0,0.0,506.0,Aldibah Mostedry,74,1,1.0,Mostedry,4.0,C,3,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0076_01,F/18/S,27.0,147.0,0.0,1018.0,0.0,0.0,Conk Dal,76,1,1.0,Dal,10.0,F,18,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0077_01,F/15/P,28.0,14.0,0.0,1295.0,0.0,0.0,Pon Blité,77,1,1.0,Blité,1.0,F,15,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0078_01,C/4/S,38.0,0.0,5292.0,0.0,321.0,3742.0,Spuri Pokerheed,78,1,1.0,Pokerheed,2.0,C,4,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0081_01,G/13/S,13.0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,81,1,1.0,Vinozarks,9.0,G,13,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0082_01,F/16/P,42.0,2224.0,0.0,0.0,0.0,0.0,Totse Datte,82,1,3.0,Datte,4.0,F,16,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
0082_02,F/16/P,2.0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,82,2,3.0,Datte,4.0,F,16,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
0082_03,F/16/P,8.0,0.0,0.0,0.0,0.0,0.0,Unknown,82,3,3.0,Unknown,5.428117273048393,F,16,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
0084_01,G/14/S,24.0,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,84,1,1.0,Coopezmaney,5.0,G,14,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0085_01,C/5/S,40.0,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,85,1,1.0,Ellcefulve,2.0,C,5,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0086_01,F/17/P,43.0,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,86,1,1.0,Kinson,5.0,F,17,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
0088_01,E/5/S,45.0,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,88,1,1.0,Sacre,3.0,E,5,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0090_01,G/15/S,35.0,0.0,0.0,0.0,0.0,0.0,Heremy Santry,90,1,1.0,Santry,10.0,G,15,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0091_01,G/16/S,26.0,195.06778665413535,0.0,0.0,0.0,0.0,Deanne Yorkland,91,1,2.0,Yorkland,11.0,G,16,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0091_02,F/20/S,27.0,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,91,2,2.0,Yorkland,11.0,F,20,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0092_01,G/9/P,19.0,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,92,1,3.0,Dunnisey,4.0,G,9,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0092_02,G/9/P,0.0,0.0,0.0,150.392221567472,0.0,0.0,Stald Hewson,92,2,3.0,Hewson,7.0,G,9,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
0092_03,G/9/P,3.0,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,92,3,3.0,Hewson,7.0,G,9,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
0097_01,A/2/S,54.0,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,97,1,1.0,Fictful,4.0,A,2,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0098_01,G/11/P,26.0,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,98,1,2.0,Carezquez,5.0,G,11,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0098_02,G/11/P,26.0,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,98,2,2.0,Carezquez,5.0,G,11,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0099_01,F/19/P,23.0,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,99,1,2.0,Leetersoney,3.0,F,19,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0099_02,G/12/P,2.0,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,99,2,2.0,Connelson,4.0,G,12,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
0101_01,,31.0,0.0,0.0,0.0,0.0,0.0,Book Trad,101,1,1.0,Trad,3.0,Unknown,Unknown,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False
0102_01,F/23/S,18.0,0.0,0.0,0.0,830.0,91.0,Ritany Holson,102,1,1.0,Holson,4.0,F,23,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
0103_01,F/24/S,24.0,0.0,375.483196239718,0.0,0.0,17.0,Arlen Mclainez,103,1,3.0,Mclainez,6.0,F,24,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0103_02,G/18/S,9.0,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,103,2,3.0,Mclainez,6.0,G,18,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0103_03,G/18/S,6.0,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,103,3,3.0,Mclainez,6.0,G,18,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False
0105_01,F/21/P,27.0,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,105,1,1.0,Cleachrand,7.0,F,21,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
0107_01,D/2/S,21.0,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,107,1,1.0,Hart,3.0,D,2,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0108_01,G/19/S,23.0,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,108,1,3.0,Handertiz,8.0,G,19,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0108_02,G/19/S,31.0,562.0,0.0,326.0,0.0,0.0,Unknown,108,2,3.0,Unknown,5.428117273048393,G,19,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0108_03,G/19/S,0.0,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,108,3,3.0,Handertiz,8.0,G,19,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
0110_01,,32.0,0.0,410.0,6.0,3721.0,764.0,Graviph Aloubtled,110,1,4.0,Aloubtled,5.0,Unknown,Unknown,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
0110_02,B/5/P,40.0,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,110,2,4.0,Bootious,2.0,B,5,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
0110_03,B/5/P,42.0,2209.0,5292.0,0.0,1868.0,445.0,Alaratz Aloubtled,110,3,4.0,Aloubtled,5.0,B,5,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
0110_04,B/5/P,28.0,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,110,4,4.0,Aloubtled,5.0,B,5,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0111_01,E/6/S,29.0,0.0,0.0,0.0,0.0,0.0,Aldera Supred,111,1,1.0,Supred,5.0,E,6,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0112_01,B/1/S,48.0,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,112,1,1.0,Cowtale,2.0,B,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0113_01,F/23/P,64.0,0.0,0.0,804.0,0.0,0.0,Idary Carvis,113,1,1.0,Carvis,5.0,F,23,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False
0114_01,G/20/S,27.0,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,114,1,1.0,Beckerson,5.0,G,20,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True
0115_01,F/24/P,26.0,0.0,0.0,0.0,0.0,242.57260435038214,Rohs Pead,115,1,1.0,Pead,5.0,F,24,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
0116_01,D/4/P,33.0,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,116,1,1.0,Suptive,2.0,D,4,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
0119_01,A/0/P,39.0,0.0,2344.0,0.0,65.0,3742.0,Batan Coning,119,1,2.0,Coning,5.0,A,0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
0119_02,A/0/P,13.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,119,2,2.0,Coning,5.0,A,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False
0120_01,F/25/P,24.0,0.0,0.0,0.0,0.0,242.57260435038214,Bees Sacre,120,1,1.0,Sacre,3.0,F,25,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True
